term_str,n,p,i,n_chars,cat_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,n_pos
disregard,5,6.7677222959903955e-06,17.172898198623002,9,"{'VB', 'NN'}",VB,0,disregard,disregard,disregard,2
disregarded,3,4.060633377594237e-06,17.909863792789206,11,"{'VBN', 'RBR', 'JJ'}",JJ,0,disregard,disregard,disregard,3
disregarding,4,5.4141778367923166e-06,17.494826293510364,12,{'VBG'},VBG,0,disregard,disregard,disregard,1
disregards,3,4.060633377594237e-06,17.909863792789206,10,"{'VBD', 'VBZ'}",VBZ,0,disregard,disregard,disregard,2
disrepute,2,2.7070889183961583e-06,18.494826293510364,9,"{'NN', 'JJ'}",JJ,0,disreput,disreput,disreput,2
disrespectful,1,1.3535444591980791e-06,19.494826293510364,13,{'JJ'},JJ,0,disrespect,disrespect,disrespect,1
dissatisfaction,1,1.3535444591980791e-06,19.494826293510364,15,{'NN'},NN,0,dissatisfact,dissatisfact,dissatisfact,1
dissatisfied,2,2.7070889183961583e-06,18.494826293510364,12,"{'NN', 'VBN'}",NN,0,dissatisfi,dissatisfi,dissatisfy,2
dissembled,1,1.3535444591980791e-06,19.494826293510364,10,{'VBN'},VBN,0,dissembl,dissembl,dissembl,1
dissembler,2,2.7070889183961583e-06,18.494826293510364,10,{'NN'},NN,0,dissembl,dissembl,dissembl,1
dissembles,1,1.3535444591980791e-06,19.494826293510364,10,{'VBZ'},VBZ,0,dissembl,dissembl,dissembl,1
dissembling,2,2.7070889183961583e-06,18.494826293510364,11,"{'VBG', 'NN'}",NN,0,dissembl,dissembl,dissembl,2
disseminators,1,1.3535444591980791e-06,19.494826293510364,13,{'NNS'},NNS,0,dissemin,dissemin,dissemin,1
dissension,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,dissens,dissens,dissend,1
dissent,5,6.7677222959903955e-06,17.172898198623002,7,"{'VB', 'NN', 'JJ'}",NN,0,dissent,dissent,diss,3
dissents,1,1.3535444591980791e-06,19.494826293510364,8,{'VBZ'},VBZ,0,dissent,dissent,diss,1
dissertation,1,1.3535444591980791e-06,19.494826293510364,12,{'NN'},NN,0,dissert,dissert,dissert,1
disservice,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,disservic,disservic,disserv,1
dissever,1,1.3535444591980791e-06,19.494826293510364,8,{'VB'},VB,0,dissev,dissev,dissev,1
dissimilar,8,1.0828355673584633e-05,16.494826293510364,10,"{'VB', 'NN', 'JJ'}",JJ,0,dissimilar,dissimilar,dissimil,3
dissimilarity,2,2.7070889183961583e-06,18.494826293510364,13,{'NN'},NN,0,dissimilar,dissimilar,dissimil,1
dissimilated,1,1.3535444591980791e-06,19.494826293510364,12,{'VB'},VB,0,dissimil,dissimil,dissimil,1
dissimilation,1,1.3535444591980791e-06,19.494826293510364,13,{'NN'},NN,0,dissimil,dissimil,dissimil,1
dissipated,3,4.060633377594237e-06,17.909863792789206,10,"{'NN', 'VBN', 'JJ'}",JJ,0,dissip,dissip,dissip,3
dissoluble,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,dissolubl,dissolubl,dissolubl,1
dissolute,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,dissolut,dissolut,dissolv,1
dissolution,22,2.977797810235774e-05,15.035394674873066,11,"{'NNS', 'NN', 'VB'}",NN,0,dissolut,dissolut,dissolv,3
dissolutionin,1,1.3535444591980791e-06,19.494826293510364,13,{'NN'},NN,0,dissolutionin,dissolutionin,dissolutionin,1
dissolutions,3,4.060633377594237e-06,17.909863792789206,12,"{'NNS', 'NN'}",NNS,0,dissolut,dissolut,dissolv,2
dissolve,6,8.121266755188474e-06,16.909863792789206,8,"{'VB', 'NN', 'NNS', 'VBP'}",VB,0,dissolv,dissolv,dissolv,4
dissolved,25,3.383861147995198e-05,14.850970103735639,9,"{'NN', 'NNS', 'VBN', 'JJ', 'VBG'}",VBN,0,dissolv,dissolv,dissolv,5
dissolves,7,9.474811214386553e-06,16.68747137145276,9,"{'NNS', 'VBZ'}",VBZ,0,dissolv,dissolv,dissolv,2
dissonance,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,disson,disson,disson,1
dissuade,1,1.3535444591980791e-06,19.494826293510364,8,{'VB'},VB,0,dissuad,dissuad,dissuad,1
distance,41,5.549532282712124e-05,14.13727428889228,8,{'NN'},NN,0,distanc,distanc,dist,1
distances,4,5.4141778367923166e-06,17.494826293510364,9,"{'NNS', 'NN'}",NNS,0,distanc,distanc,dist,2
distant,6,8.121266755188474e-06,16.909863792789206,7,"{'NN', 'JJ'}",JJ,0,distant,distant,dist,2
distemper,2,2.7070889183961583e-06,18.494826293510364,9,{'NN'},NN,0,distemp,distemp,distemp,1
distil,1,1.3535444591980791e-06,19.494826293510364,6,{'VBP'},VBP,0,distil,distil,distil,1
distilled,2,2.7070889183961583e-06,18.494826293510364,9,{'VBN'},VBN,0,distil,distil,distil,1
distinct,54,7.309140079669627e-05,13.739938791346894,8,"{'IN', 'NN', 'VB', 'NNS', 'VBN', 'JJ'}",JJ,0,distinct,distinct,distinct,6
distinction,49,6.632367850070588e-05,13.880116449395155,11,"{'VB', 'NN', 'JJ'}",NN,0,distinct,distinct,distinct,3
distinctions,14,1.8949622428773105e-05,15.687471371452759,12,"{'NNS', 'NN'}",NNS,0,distinct,distinct,distinct,2
distinctive,1,1.3535444591980791e-06,19.494826293510364,11,{'JJ'},JJ,0,distinct,distinct,distinct,1
distinctly,15,2.0303166887971187e-05,15.587935697901845,10,"{'IN', 'NN', 'VB', 'RB', 'JJ'}",RB,0,distinctli,distinct,distinct,5
distinctness,3,4.060633377594237e-06,17.909863792789206,12,{'NN'},NN,0,distinct,distinct,distinct,1
distinguish,75,0.00010151583443985592,13.266007603014483,11,"{'VB', 'NN', 'VBP', 'JJ'}",VB,0,distinguish,distinguish,distinct,4
distinguishable,5,6.7677222959903955e-06,17.172898198623002,15,{'JJ'},JJ,0,distinguish,distinguish,distinct,1
distinguished,61,8.256621201108282e-05,13.564088955947478,13,"{'NN', 'VBP', 'VBD', 'VBN', 'JJ'}",VBN,0,distinguish,distinguish,distinct,5
distinguishes,6,8.121266755188474e-06,16.909863792789206,13,{'VBZ'},VBZ,0,distinguish,distinguish,distinct,1
distinguishing,12,1.6242533510376947e-05,15.909863792789208,14,"{'VBG', 'NNS', 'NN'}",VBG,0,distinguish,distinguish,distinct,3
distorted,2,2.7070889183961583e-06,18.494826293510364,9,{'VBN'},VBN,0,distort,distort,distort,1
distorts,1,1.3535444591980791e-06,19.494826293510364,8,{'VBZ'},VBZ,0,distort,distort,distort,1
distracted,4,5.4141778367923166e-06,17.494826293510364,10,"{'JJ', 'VBN', 'RB', 'VBZ'}",JJ,0,distract,distract,distract,4
distracting,2,2.7070889183961583e-06,18.494826293510364,11,{'VBG'},VBG,0,distract,distract,distract,1
distraction,4,5.4141778367923166e-06,17.494826293510364,11,"{'VB', 'NN'}",NN,0,distract,distract,distract,2
distractions,1,1.3535444591980791e-06,19.494826293510364,12,{'VB'},VB,0,distract,distract,distract,1
distracts,2,2.7070889183961583e-06,18.494826293510364,9,"{'NNS', 'VBZ'}",NNS,0,distract,distract,distract,2
distress,5,6.7677222959903955e-06,17.172898198623002,8,"{'VB', 'NN', 'IN'}",VB,0,distress,distress,distress,3
distressed,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,distress,distress,distress,1
distribute,24,3.2485067020753894e-05,14.909863792789208,10,"{'VB', 'NN', 'VBP', 'JJ'}",VB,0,distribut,distribut,distribut,4
distributed,24,3.2485067020753894e-05,14.909863792789208,11,"{'NN', 'VBN', 'VBD', 'JJ'}",VBN,0,distribut,distribut,distribut,4
distributes,1,1.3535444591980791e-06,19.494826293510364,11,{'VBZ'},VBZ,0,distribut,distribut,distribut,1
distributing,7,9.474811214386553e-06,16.68747137145276,12,"{'VBG', 'NN'}",VBG,0,distribut,distribut,distribut,2
distribution,22,2.977797810235774e-05,15.035394674873066,12,{'NN'},NN,0,distribut,distribut,distribut,1
distributions,1,1.3535444591980791e-06,19.494826293510364,13,{'NNS'},NNS,0,distribut,distribut,distribut,1
district,5,6.7677222959903955e-06,17.172898198623002,8,{'NN'},NN,0,district,district,district,1
districts,8,1.0828355673584633e-05,16.494826293510364,9,"{'NNS', 'NN'}",NN,0,district,district,district,2
distrust,3,4.060633377594237e-06,17.909863792789206,8,"{'VB', 'VBP'}",VBP,0,distrust,distrust,distrust,2
disturb,4,5.4141778367923166e-06,17.494826293510364,7,"{'VB', 'NN'}",VB,0,disturb,disturb,disturb,2
disturbance,2,2.7070889183961583e-06,18.494826293510364,11,{'NN'},NN,0,disturb,disturb,disturb,1
disturbances,2,2.7070889183961583e-06,18.494826293510364,12,"{'NNS', 'NN'}",NN,0,disturb,disturb,disturb,2
disturbed,12,1.6242533510376947e-05,15.909863792789208,9,"{'NN', 'VBD', 'VBN', 'RB', 'JJ'}",VBN,0,disturb,disturb,disturb,5
disturbing,2,2.7070889183961583e-06,18.494826293510364,10,{'VBG'},VBG,0,disturb,disturb,disturb,1
disturbs,1,1.3535444591980791e-06,19.494826293510364,8,{'VBZ'},VBZ,0,disturb,disturb,disturb,1
disunion,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,disunion,disunion,disun,1
disunited,2,2.7070889183961583e-06,18.494826293510364,9,"{'NN', 'JJ'}",JJ,0,disunit,disunit,disunit,2
disuse,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,disus,disus,disus,1
ditch,5,6.7677222959903955e-06,17.172898198623002,5,{'NN'},NN,0,ditch,ditch,ditch,1
ditches,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,ditch,ditch,ditch,1
dithyramb,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,dithyramb,dithyramb,dithyramb,1
dithyrambic,5,6.7677222959903955e-06,17.172898198623002,11,"{'NN', 'JJ'}",JJ,0,dithyramb,dithyramb,dithyramb,2
dithyrambics,2,2.7070889183961583e-06,18.494826293510364,12,"{'NNS', 'NN'}",NN,0,dithyramb,dithyramb,dithyramb,2
dithyrambs,2,2.7070889183961583e-06,18.494826293510364,10,{'NN'},NN,0,dithyramb,dithyramb,dithyramb,1
diurnal,2,2.7070889183961583e-06,18.494826293510364,7,{'JJ'},JJ,0,diurnal,diurnal,diurn,1
diverge,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,diverg,diverg,diverg,1
diverging,1,1.3535444591980791e-06,19.494826293510364,9,{'VBG'},VBG,0,diverg,diverg,diverg,1
divers,17,2.3010255806367345e-05,15.407363452260023,6,"{'NNS', 'NN'}",NNS,0,diver,diver,div,2
diverse,26,3.519215593915005e-05,14.794386575369272,7,"{'NNP', 'NN', 'VBZ', 'VB', 'JJ'}",JJ,0,divers,divers,divers,5
diversified,1,1.3535444591980791e-06,19.494826293510364,11,{'VBN'},VBN,0,diversifi,diversifi,divers,1
diversities,3,4.060633377594237e-06,17.909863792789206,11,{'NNS'},NNS,0,divers,divers,divers,1
diversity,5,6.7677222959903955e-06,17.172898198623002,9,{'NN'},NN,0,divers,divers,divers,1
divert,6,8.121266755188474e-06,16.909863792789206,6,"{'VB', 'NN', 'JJ'}",VB,0,divert,divert,divert,3
diverted,3,4.060633377594237e-06,17.909863792789206,8,"{'VBN', 'VBD'}",VBN,0,divert,divert,divert,2
dives,1,1.3535444591980791e-06,19.494826293510364,5,{'NN'},NN,0,dive,dive,div,1
divide,66,8.933393430707322e-05,13.45043217415191,6,"{'IN', 'NN', 'VBP', 'VB', 'RB', 'JJ'}",VB,0,divid,divid,divid,6
divided,118,0.00015971824618537332,12.612183244148522,7,"{'NN', 'VBD', 'VBN', 'JJ', 'VBG'}",VBN,0,divid,divid,divid,5
dividend,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,dividend,dividend,dividend,1
divides,9,1.2181900132782712e-05,16.324901292068052,7,"{'NNS', 'NN', 'VBZ'}",VBZ,0,divid,divid,divid,3
dividing,14,1.8949622428773105e-05,15.687471371452759,8,"{'VBG', 'NN'}",VBG,0,divid,divid,divid,2
divination,16,2.1656711347169266e-05,15.494826293510362,10,{'NN'},NN,0,divin,divin,divin,1
divine,243,0.0003289113035851332,11.570013789904582,6,"{'NNP', 'NN', 'POS', 'VBP', 'VB', 'VBN', 'JJ'}",NN,0,divin,divin,divin,7
divined,1,1.3535444591980791e-06,19.494826293510364,7,{'VBN'},VBN,0,divin,divin,divin,1
divinely,2,2.7070889183961583e-06,18.494826293510364,8,{'RB'},RB,0,divin,divin,divin,1
diviner,14,1.8949622428773105e-05,15.687471371452759,7,"{'NN', 'JJ'}",NN,0,divin,divin,divin,2
diviners,9,1.2181900132782712e-05,16.324901292068052,8,"{'NNS', 'NN'}",NNS,0,divin,divin,divin,2
divinest,4,5.4141778367923166e-06,17.494826293510364,8,"{'JJS', 'NN'}",JJS,0,divinest,divinest,divinest,2
diving,3,4.060633377594237e-06,17.909863792789206,6,"{'VBG', 'NN'}",NN,0,dive,dive,div,2
divinities,6,8.121266755188474e-06,16.909863792789206,10,{'NNS'},NNS,0,divin,divin,divin,1
divinity,9,1.2181900132782712e-05,16.324901292068052,8,{'NN'},NN,0,divin,divin,divin,1
divisible,10,1.3535444591980791e-05,16.172898198623002,9,"{'NN', 'JJ'}",JJ,0,divis,divis,divis,2
division,99,0.00013400090146060983,12.865469673430754,8,"{'NNS', 'NN', 'VBZ'}",NN,0,divis,divis,divid,3
divisions,59,7.985912309268666e-05,13.612183244148522,9,"{'IN', 'NN', 'NNS', 'VB', 'JJ'}",NNS,0,divis,divis,divid,5
divisors,2,2.7070889183961583e-06,18.494826293510364,8,"{'NNS', 'NN'}",NN,0,divisor,divisor,div,2
divorced,3,4.060633377594237e-06,17.909863792789206,8,{'VBN'},VBN,0,divorc,divorc,divorc,1
divulged,1,1.3535444591980791e-06,19.494826293510364,8,{'VBN'},VBN,0,divulg,divulg,divulg,1
dizzied,1,1.3535444591980791e-06,19.494826293510364,7,{'VBN'},VBN,0,dizzi,dizzi,dizzy,1
dizzy,3,4.060633377594237e-06,17.909863792789206,5,"{'VB', 'NN', 'JJ'}",JJ,0,dizzi,dizzi,dizzy,3
do,3149,0.004262311502014751,7.874148251374954,2,"{'MD', 'IN', 'CC', 'CD', 'NNP', 'NN', 'POS', 'VBP', 'VBZ', 'VB', 'JJ'}",VBP,1,do,do,do,11
docks,10,1.3535444591980791e-05,16.172898198623002,5,"{'NNS', 'NN'}",NNS,0,dock,dock,dock,2
doctor,9,1.2181900132782712e-05,16.324901292068052,6,{'NN'},NN,0,doctor,doctor,doct,1
doctored,1,1.3535444591980791e-06,19.494826293510364,8,{'VBN'},VBN,0,doctor,doctor,doct,1
doctoring,2,2.7070889183961583e-06,18.494826293510364,9,"{'VBG', 'NN'}",NN,0,doctor,doctor,doct,2
doctors,13,1.7596077969575026e-05,15.794386575369272,7,"{'NNS', 'NN', 'JJ'}",NN,0,doctor,doctor,doct,3
doctrine,68,9.204102322546938e-05,13.407363452260023,8,"{'VB', 'NN', 'JJ'}",NN,0,doctrin,doctrin,doctrin,3
doctrines,9,1.2181900132782712e-05,16.324901292068052,9,"{'NNS', 'NN'}",NNS,0,doctrin,doctrin,doctrin,2
document,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,document,document,docu,1
documents,1,1.3535444591980791e-06,19.494826293510364,9,{'NNS'},NNS,0,document,document,docu,1
dodecahedron,1,1.3535444591980791e-06,19.494826293510364,12,{'VB'},VB,0,dodecahedron,dodecahedron,dodecahedron,1
dodecahedronthis,1,1.3535444591980791e-06,19.494826293510364,16,{'NN'},NN,0,dodecahedronthi,dodecahedronthi,dodecahedronth,1
dodona,3,4.060633377594237e-06,17.909863792789206,6,{'NNP'},NNP,0,dodona,dodona,dodon,1
doer,23,3.113152256155582e-05,14.97126433745335,4,{'NN'},NN,0,doer,doer,doer,1
doers,8,1.0828355673584633e-05,16.494826293510364,5,"{'NNS', 'NN'}",NNS,0,doer,doer,doer,2
does,729,0.0009867339107553995,9.985051289183426,4,"{'NNP', 'NN', 'VBP', 'VBD', 'VBZ', 'NNS', 'VB', 'JJ'}",VBZ,1,doe,doe,doe,8
doesrefuse,1,1.3535444591980791e-06,19.494826293510364,10,{'VBP'},VBP,0,doesrefus,doesrefus,doesrefus,1
dog,37,5.0081144990328924e-05,14.285372927881413,3,"{'NN', 'JJ'}",NN,0,dog,dog,dog,2
dogs,34,4.602051161273469e-05,14.407363452260023,4,"{'NNP', 'NN', 'VBP', 'VBD', 'NNS', 'VB', 'JJ'}",NNS,0,dog,dog,dog,7
doing,248,0.0003356790258811236,11.540629983123488,5,"{'NNP', 'NN', 'VBP', 'VB', 'NNS', 'VBN', 'JJ', 'VBG'}",VBG,1,do,do,doing,8
doings,13,1.7596077969575026e-05,15.794386575369272,6,"{'NNS', 'NN'}",NNS,0,do,do,doing,2
doingthe,1,1.3535444591980791e-06,19.494826293510364,8,{'JJ'},JJ,0,doingth,doingth,doingth,1
doleful,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,dole,dole,dol,1
doling,1,1.3535444591980791e-06,19.494826293510364,6,{'VBG'},VBG,0,dole,dole,dol,1
dolphin,1,1.3535444591980791e-06,19.494826293510364,7,{'VBD'},VBD,0,dolphin,dolphin,dolphin,1
dolphins,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,dolphin,dolphin,dolphin,1
dolt,1,1.3535444591980791e-06,19.494826293510364,4,{'JJ'},JJ,0,dolt,dolt,dolt,1
domain,4,5.4141778367923166e-06,17.494826293510364,6,{'NN'},NN,0,domain,domain,domain,1
domains,2,2.7070889183961583e-06,18.494826293510364,7,"{'NNS', 'NN'}",NN,0,domain,domain,domain,2
domestic,6,8.121266755188474e-06,16.909863792789206,8,"{'VB', 'JJ'}",JJ,0,domest,domest,domest,2
domesticated,1,1.3535444591980791e-06,19.494826293510364,12,{'VBN'},VBN,0,domest,domest,domest,1
domestics,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,domest,domest,domest,1
dominant,3,4.060633377594237e-06,17.909863792789206,8,{'JJ'},JJ,0,domin,domin,domin,1
dominated,1,1.3535444591980791e-06,19.494826293510364,9,{'VBN'},VBN,0,domin,domin,domin,1
dominates,1,1.3535444591980791e-06,19.494826293510364,9,{'VBZ'},VBZ,0,domin,domin,domin,1
dominion,16,2.1656711347169266e-05,15.494826293510362,8,{'NN'},NN,0,dominion,dominion,domin,1
done,261,0.0003532751038506986,11.46692029694048,4,"{'NN', 'VBZ', 'VB', 'NNS', 'VBN', 'RB', 'JJ'}",VBN,0,done,done,don,7
donkey,1,1.3535444591980791e-06,19.494826293510364,6,{'VBN'},VBN,0,donkey,donkey,donkey,1
dont,10,1.3535444591980791e-05,16.172898198623002,4,"{'NNP', 'NN', 'VBP', 'VBZ', 'JJ'}",NN,0,dont,dont,dont,5
door,17,2.3010255806367345e-05,15.407363452260023,4,{'NN'},NN,0,door,door,door,1
doorkeeper,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,doorkeep,doorkeep,doorkeep,1
doors,14,1.8949622428773105e-05,15.687471371452759,5,"{'NNS', 'NN'}",NNS,0,door,door,door,2
dorian,8,1.0828355673584633e-05,16.494826293510364,6,"{'NNP', 'JJ'}",JJ,0,dorian,dorian,dor,2
dorians,4,5.4141778367923166e-06,17.494826293510364,7,"{'NNP', 'NNPS'}",NNP,0,dorian,dorian,dor,2
doric,2,2.7070889183961583e-06,18.494826293510364,5,{'NNP'},NNP,0,doric,doric,dor,1
dorieus,1,1.3535444591980791e-06,19.494826293510364,7,{'NNP'},NNP,0,dorieu,dorieus,dorie,1
dose,2,2.7070889183961583e-06,18.494826293510364,4,{'NN'},NN,0,dose,dose,dos,1
dotage,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,dotag,dotag,dot,1
dothere,1,1.3535444591980791e-06,19.494826293510364,7,{'VB'},VB,0,dother,dother,doth,1
double,90,0.00012181900132782711,13.002973197180689,6,"{'IN', 'NN', 'VBP', 'VB', 'RB', 'JJ'}",JJ,0,doubl,doubl,doubl,6
doubled,5,6.7677222959903955e-06,17.172898198623002,7,"{'VBN', 'JJ'}",JJ,0,doubl,doubl,doubl,2
doubles,3,4.060633377594237e-06,17.909863792789206,7,"{'NNS', 'NN'}",NNS,0,doubl,doubl,doubl,2
doubt,126,0.00017054660185895795,12.517546370010447,5,"{'VB', 'NN', 'VBP', 'JJ'}",NN,0,doubt,doubt,doubt,4
doubted,4,5.4141778367923166e-06,17.494826293510364,7,"{'VBN', 'VBP', 'VBD', 'JJ'}",JJ,0,doubt,doubt,doubt,4
doubtful,10,1.3535444591980791e-05,16.172898198623002,8,{'JJ'},JJ,0,doubt,doubt,doubt,1
doubting,4,5.4141778367923166e-06,17.494826293510364,8,"{'VBG', 'JJ'}",VBG,0,doubt,doubt,doubt,2
doubtless,17,2.3010255806367345e-05,15.407363452260023,9,"{'VB', 'NNP', 'NN'}",NNP,0,doubtless,doubtless,doubtless,3
doubts,9,1.2181900132782712e-05,16.324901292068052,6,"{'NNS', 'NN'}",NNS,0,doubt,doubt,doubt,2
doubtthen,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,doubtthen,doubtthen,doubtth,1
dounshow,1,1.3535444591980791e-06,19.494826293510364,8,{'VB'},VB,0,dounshow,dounshow,dounshow,1
dounti,1,1.3535444591980791e-06,19.494826293510364,6,{'NNP'},NNP,0,dounti,dounti,dount,1
dove,1,1.3535444591980791e-06,19.494826293510364,4,{'NN'},NN,0,dove,dove,dov,1
doves,2,2.7070889183961583e-06,18.494826293510364,5,"{'NNS', 'NN'}",NN,0,dove,dove,dov,2
down,228,0.00030860813669716204,11.661936279345621,4,"{'IN', 'NN', 'VBZ', 'VB', 'NNS', 'RB', 'JJ', 'VBN', 'RP'}",RP,1,down,down,down,9
downright,7,9.474811214386553e-06,16.68747137145276,9,"{'NN', 'VBN', 'JJ'}",NN,0,downright,downright,downright,3
downward,1,1.3535444591980791e-06,19.494826293510364,8,{'RB'},RB,0,downward,downward,downward,1
downwardness,1,1.3535444591980791e-06,19.494826293510364,12,{'NN'},NN,0,downward,downward,downward,1
downwards,7,9.474811214386553e-06,16.68747137145276,9,"{'NNS', 'NN', 'RB'}",NN,0,downward,downward,downward,3
dowry,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,dowri,dowri,dowry,1
doxa,3,4.060633377594237e-06,17.909863792789206,4,"{'NNP', 'NN'}",NN,0,doxa,doxa,dox,2
dr,2,2.7070889183961583e-06,18.494826293510364,2,{'NNP'},NNP,0,dr,dr,dr,1
drachma,7,9.474811214386553e-06,16.68747137145276,7,"{'NN', 'JJ'}",NN,0,drachma,drachma,drachm,2
drachmae,17,2.3010255806367345e-05,15.407363452260023,8,"{'NN', 'VBP', 'JJ'}",NN,0,drachma,drachma,drachma,3
drachmas,5,6.7677222959903955e-06,17.172898198623002,8,{'NN'},NN,0,drachma,drachma,drachma,1
drag,9,1.2181900132782712e-05,16.324901292068052,4,"{'VB', 'NN', 'VBP'}",VB,0,drag,drag,drag,3
dragged,10,1.3535444591980791e-05,16.172898198623002,7,"{'VBN', 'VBD'}",VBN,0,drag,drag,drag,2
dragging,4,5.4141778367923166e-06,17.494826293510364,8,{'VBG'},VBG,0,drag,drag,drag,1
draggle,1,1.3535444591980791e-06,19.494826293510364,7,{'VB'},VB,0,draggl,draggl,draggl,1
draggling,1,1.3535444591980791e-06,19.494826293510364,9,{'VBG'},VBG,0,draggl,draggl,draggl,1
dragon,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,dragon,dragon,dragon,1
dragons,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,dragon,dragon,dragon,1
drags,4,5.4141778367923166e-06,17.494826293510364,5,"{'VB', 'VBZ'}",VBZ,0,drag,drag,drag,2
drama,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,drama,drama,dram,1
dramas,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,drama,drama,drama,1
dramatic,1,1.3535444591980791e-06,19.494826293510364,8,{'JJ'},JJ,0,dramat,dramat,dram,1
drank,7,9.474811214386553e-06,16.68747137145276,5,"{'NN', 'VBD', 'VBZ'}",VBD,0,drank,drank,drank,3
draught,15,2.0303166887971187e-05,15.587935697901845,7,"{'NN', 'VBN', 'JJ'}",NN,0,draught,draught,draught,3
draughts,12,1.6242533510376947e-05,15.909863792789208,8,"{'NNS', 'NN'}",NN,0,draught,draught,draught,2
draw,60,8.121266755188475e-05,13.587935697901845,4,"{'VB', 'NN', 'VBP'}",VB,0,draw,draw,draw,3
drawing,22,2.977797810235774e-05,15.035394674873066,7,"{'VBG', 'NN', 'JJ'}",VBG,0,draw,draw,draw,3
drawingthis,1,1.3535444591980791e-06,19.494826293510364,11,{'NN'},NN,0,drawingthi,drawingthi,drawingth,1
drawling,1,1.3535444591980791e-06,19.494826293510364,8,{'VBG'},VBG,0,drawl,drawl,drawl,1
drawn,40,5.4141778367923164e-05,14.172898198623,5,"{'NNS', 'NN', 'VBN'}",VBN,0,drawn,drawn,drawn,3
draws,18,2.4363800265565424e-05,15.32490129206805,5,"{'NN', 'VBP', 'VBZ', 'VB', 'NNS'}",VBZ,0,draw,draw,draw,5
dread,9,1.2181900132782712e-05,16.324901292068052,5,"{'VB', 'NN', 'VBP'}",NN,0,dread,dread,dread,3
dreadful,11,1.488898905117887e-05,16.035394674873068,8,"{'NN', 'JJ'}",JJ,0,dread,dread,dread,2
dream,46,6.226304512311164e-05,13.97126433745335,5,"{'NN', 'VBP', 'VBZ', 'VB', 'JJ'}",NN,0,dream,dream,dream,5
dreamed,2,2.7070889183961583e-06,18.494826293510364,7,"{'VBN', 'VBP'}",VBN,0,dream,dream,dream,2
dreamer,2,2.7070889183961583e-06,18.494826293510364,7,{'NN'},NN,0,dreamer,dreamer,dream,1
dreamers,3,4.060633377594237e-06,17.909863792789206,8,{'NNS'},NNS,0,dreamer,dreamer,dream,1
dreaming,4,5.4141778367923166e-06,17.494826293510364,8,"{'VBG', 'VB', 'NN'}",VBG,0,dream,dream,dream,3
dreamlike,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,dreamlik,dreamlik,dreamlik,1
dreams,15,2.0303166887971187e-05,15.587935697901845,6,"{'NNS', 'IN', 'NN', 'JJ'}",NNS,0,dream,dream,dream,4
dreamy,5,6.7677222959903955e-06,17.172898198623002,6,"{'NN', 'JJ'}",JJ,0,dreami,dreami,dreamy,2
drenches,1,1.3535444591980791e-06,19.494826293510364,8,{'VBZ'},VBZ,0,drench,drench,drench,1
dress,4,5.4141778367923166e-06,17.494826293510364,5,{'NN'},NN,0,dress,dress,dress,1
dressed,2,2.7070889183961583e-06,18.494826293510364,7,{'VBN'},VBN,0,dress,dress,dress,1
dresser,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,dresser,dresser,dress,1
dresses,4,5.4141778367923166e-06,17.494826293510364,7,"{'NN', 'VBZ'}",NN,0,dress,dress,dress,2
dressing,3,4.060633377594237e-06,17.909863792789206,8,"{'VBG', 'NN'}",VBG,0,dress,dress,dress,2
drew,11,1.488898905117887e-05,16.035394674873068,4,"{'NN', 'VBP', 'VBD'}",VBD,0,drew,drew,drew,3
dried,5,6.7677222959903955e-06,17.172898198623002,5,"{'VBN', 'JJ'}",VBN,0,dri,dri,dri,2
drier,1,1.3535444591980791e-06,19.494826293510364,5,{'VB'},VB,0,drier,drier,dri,1
