term_str,n,p,i,n_chars,cat_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,n_pos,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,df,idf,dfidf
severed,5,6.767722295990396e-06,17.172898198623002,7,"{'JJ', 'VBN'}",VBN,0,sever,sever,sev,2,0.277468230047181,1.3873411502359052,0.14075015407579683,0.920289468957133,5,11.96376309644273,59.81881548221365
duller,3,4.060633377594237e-06,17.909863792789206,6,{'NN'},NN,0,duller,duller,dul,1,0.46242745890778597,1.387282376723358,0.4703973589114421,0.8467152460405958,3,12.700728690608937,38.10218607182681
fearing,18,2.4363800265565424e-05,15.32490129206805,7,"{'JJ', 'VBG'}",VBG,0,fear,fear,fear,2,0.07705949128911072,1.3870708432039929,0.04200383798706856,0.36127736392456355,18,10.11576618988778,182.08379141798005
serve,21,2.842443364315966e-05,15.102508870731604,5,"{'NNP', 'VB', 'NN', 'VBP'}",VB,0,serv,serv,serv,4,0.07705275851440062,1.386949653259211,0.05163255659421888,0.3263150383834768,18,10.11576618988778,182.08379141798005
enchant,5,6.767722295990396e-06,17.172898198623002,7,"{'VB', 'VBZ'}",VB,0,enchant,enchant,ench,2,0.27724810243388304,1.3862405121694155,0.04984901290184471,1.087614826949339,5,11.96376309644273,59.81881548221365
wander,13,1.7596077969575026e-05,15.794386575369272,6,"{'VBP', 'VB'}",VBP,0,wander,wander,wand,2,0.12601660347753108,1.386182638252842,0.09174796248044742,0.25776808506411414,11,10.826259572692795,119.08885529962075
guarding,2,2.7070889183961583e-06,18.494826293510364,8,{'VBG'},VBG,0,guard,guard,guard,1,0.6927031503500984,1.3854063007001969,0.6927031503500984,0.781511246548829,2,13.285691191330093,26.571382382660186
seated,13,1.7596077969575026e-05,15.794386575369272,6,"{'JJ', 'VBD', 'NNS', 'NN', 'VBN'}",VBN,0,seat,seat,seat,5,0.10642454541049035,1.3835190903363745,0.06963981232361184,0.39204635085885187,13,10.585251473189,137.608269151457
crooked,9,1.2181900132782712e-05,16.324901292068052,7,"{'JJ', 'VBD', 'VB', 'VBN'}",JJ,0,crook,crook,crook,4,0.15362984986491396,1.3826686487842257,0.08233900881398357,0.5052620995403537,9,11.11576618988778,100.04189570899003
discredit,10,1.3535444591980793e-05,16.172898198623002,9,"{'VB', 'NN'}",NN,0,discredit,discredit,discredit,2,0.1535653386661928,1.3820880479957347,0.0926313849157315,0.5293221995184657,9,11.11576618988778,100.04189570899003
8,13,1.7596077969575026e-05,15.794386575369272,1,"{'NNP', 'NN', 'VBD', 'CD'}",CD,0,8,8,8,4,0.15353003921909925,1.3817703529718934,0.06777906213346208,0.3969916496388493,9,11.11576618988778,100.04189570899003
doubles,3,4.060633377594237e-06,17.909863792789206,7,"{'NNS', 'NN'}",NNS,0,doubl,doubl,doubl,2,0.46051219702127416,1.3815365910638224,0.4703973589114421,0.6350364345304469,3,12.700728690608937,38.10218607182681
fibres,13,1.7596077969575026e-05,15.794386575369272,6,"{'NNS', 'NN'}",NNS,0,fibr,fibr,fibr,2,0.2762136456775557,1.3810682283877784,0.17767964994716925,0.8545545068887663,5,11.96376309644273,59.81881548221365
mince,2,2.7070889183961583e-06,18.494826293510364,5,"{'JJ', 'NN'}",JJ,0,minc,minc,mint,2,0.6905244901938719,1.3810489803877437,0.6905244901938719,1.0219762454869303,2,13.285691191330093,26.571382382660186
manager,4,5.4141778367923166e-06,17.494826293510364,7,{'NN'},NN,0,manag,manag,man,1,0.46027164950316424,1.3808149485094927,0.37912622957041603,0.9769791300468413,3,12.700728690608937,38.10218607182681
unerring,8,1.0828355673584631e-05,16.494826293510364,8,{'JJ'},JJ,0,uner,uner,uner,1,0.19710834450030332,1.3797584115021233,0.04591334507708996,0.7652224179514993,7,11.47833626927249,80.34835388490743
fix,16,2.1656711347169263e-05,15.494826293510362,3,"{'VB', 'NN', 'VBD'}",VB,0,fix,fix,fix,3,0.09193809669577689,1.3790714504366535,0.05462526629327144,0.25947001489303934,15,10.378800595721573,155.6820089358236
valued,11,1.488898905117887e-05,16.035394674873068,6,"{'JJ', 'NN', 'VBN'}",VBN,0,valu,valu,valu,3,0.1379003979656348,1.3790039796563478,0.07656578355864738,0.4983528680201241,10,10.96376309644273,109.6376309644273
dull,16,2.1656711347169263e-05,15.494826293510362,4,"{'JJ', 'NN', 'VB'}",JJ,0,dull,dull,dul,3,0.09186212009801276,1.3779318014701911,0.03566598142859647,0.41515202382886296,15,10.378800595721573,155.6820089358236
shade,6,8.121266755188474e-06,16.909863792789206,5,"{'JJ', 'NN'}",JJ,0,shade,shade,shad,2,0.22961803074194523,1.3777081844516714,0.11350126905761915,0.6500404828116075,6,11.700728690608937,70.20437214365361
duality,2,2.7070889183961583e-06,18.494826293510364,7,"{'VBP', 'NN'}",NN,0,dualiti,dualiti,dual,2,0.6885285215944793,1.3770570431889586,0.6885285215944793,1.3285691191330093,2,13.285691191330093,26.571382382660186
olympic,9,1.2181900132782712e-05,16.324901292068052,7,{'NNP'},NNP,0,olymp,olymp,olymp,1,0.15296888388329663,1.3767199549496696,0.12350851322097535,0.44463064759551124,9,11.11576618988778,100.04189570899003
sparta,11,1.488898905117887e-05,16.035394674873068,6,{'NNP'},NNP,0,sparta,sparta,spart,1,0.13754168390965366,1.375416839096537,0.09262542745516245,0.6090979498023739,10,10.96376309644273,109.6376309644273
diminish,5,6.767722295990396e-06,17.172898198623002,8,{'VB'},VB,0,diminish,diminish,dimin,1,0.27477929495359543,1.3738964747679772,0.22155116845264314,0.703750770378984,5,11.96376309644273,59.81881548221365
striking,9,1.2181900132782712e-05,16.324901292068052,8,"{'JJ', 'VBG', 'NN', 'VBN'}",JJ,0,strike,strike,striking,4,0.17169543082451302,1.3735634465961044,0.13175049329173233,0.36405455455903524,8,11.285691191330093,90.28552953064074
sufficiency,3,4.060633377594237e-06,17.909863792789206,11,{'NN'},NN,0,suffici,suffici,sufficy,1,0.45771507717608456,1.3731452315282537,0.4703973589114421,0.5291970287753723,3,12.700728690608937,38.10218607182681
originating,5,6.767722295990396e-06,17.172898198623002,11,{'VBG'},VBG,0,origin,origin,origin,1,0.2744165770802912,1.3720828854014562,0.04125435550497493,0.703750770378984,5,11.96376309644273,59.81881548221365
proposals,2,2.7070889183961583e-06,18.494826293510364,9,"{'NNS', 'NN'}",NN,0,propos,propos,propos,2,0.6853729582829016,1.3707459165658031,0.6853729582829016,0.738093955073894,2,13.285691191330093,26.571382382660186
rolling,4,5.4141778367923166e-06,17.494826293510364,7,{'VBG'},VBG,0,roll,roll,rol,1,0.3424785895805259,1.3699143583221036,0.11771603207502446,1.1168810173936448,4,12.285691191330093,49.14276476532037
attempting,11,1.488898905117887e-05,16.035394674873068,10,"{'JJ', 'VBG'}",VBG,0,attempt,attempt,attempt,2,0.12452712929083702,1.3697984221992074,0.09174796248044742,0.4921027078496725,11,10.826259572692795,119.08885529962075
deaths,12,1.6242533510376947e-05,15.909863792789208,6,"{'NNS', 'JJ', 'NN'}",NN,0,death,death,death,3,0.1369571450524943,1.369571450524943,0.03423831330057006,0.8433663920340562,10,10.96376309644273,109.6376309644273
agility,6,8.121266755188474e-06,16.909863792789206,7,{'NN'},NN,0,agil,agil,agil,1,0.22814779175577546,1.3688867505346527,0.09747298586849318,0.615827825821523,6,11.700728690608937,70.20437214365361
respective,13,1.7596077969575026e-05,15.794386575369272,10,{'JJ'},JJ,0,respect,respect,respect,1,0.10526310565172989,1.3684203734724882,0.05690995415693011,0.30243575637682857,13,10.585251473189,137.608269151457
whispered,3,4.060633377594237e-06,17.909863792789206,9,"{'VBD', 'VBN'}",VBD,0,whisper,whisper,whisp,2,0.4558350728080223,1.3675052184240668,0.2953657835025334,0.9071949064720669,3,12.700728690608937,38.10218607182681
list,5,6.767722295990396e-06,17.172898198623002,4,{'NN'},NN,0,list,list,list,1,0.27345916251454955,1.3672958125727477,0.23007236723928326,0.5981881548221365,5,11.96376309644273,59.81881548221365
geometrical,14,1.8949622428773105e-05,15.68747137145276,11,{'JJ'},JJ,0,geometr,geometr,geomet,1,0.09761647090796675,1.3666305927115348,0.05443971729313718,0.4030129334335573,14,10.47833626927249,146.69670776981485
tone,8,1.0828355673584631e-05,16.494826293510364,4,"{'JJ', 'NN'}",NN,0,tone,tone,ton,2,0.17081174242837863,1.366493939427029,0.06887611940066746,0.512985963242277,8,11.285691191330093,90.28552953064074
spear,9,1.2181900132782712e-05,16.324901292068052,5,"{'JJ', 'NN'}",NN,0,spear,spear,spear,2,0.2732018197365279,1.3660090986826396,0.2175229653898678,0.5981881548221365,5,11.96376309644273,59.81881548221365
smile,8,1.0828355673584631e-05,16.494826293510364,5,"{'JJ', 'NN', 'VBP'}",NN,0,smile,smile,smil,3,0.17072681783964944,1.3658145427171955,0.09825531735960033,0.6638641877252995,8,11.285691191330093,90.28552953064074
eagerly,6,8.121266755188474e-06,16.909863792789206,7,"{'RB', 'NN', 'JJ'}",RB,0,eagerli,eager,eag,3,0.22762613229838224,1.3657567937902932,0.08598350775621263,0.9750607242174114,6,11.700728690608937,70.20437214365361
kindly,9,1.2181900132782712e-05,16.324901292068052,6,{'RB'},RB,0,kindli,kind,kind,1,0.15174414980367829,1.3656973482331047,0.13894707737359727,0.31759331971107946,9,11.11576618988778,100.04189570899003
unintelligent,5,6.767722295990396e-06,17.172898198623002,13,"{'JJ', 'NN'}",JJ,0,unintellig,unintellig,unintellig,2,0.27300534810514054,1.3650267405257028,0.11729179506316402,0.7975842064295153,5,11.96376309644273,59.81881548221365
delos,5,6.767722295990396e-06,17.172898198623002,5,"{'NNP', 'VB'}",NNP,0,delo,delo,delo,2,0.34095575306187725,1.3638230122475092,0.30576560997530666,0.7226877171370643,4,12.285691191330093,49.14276476532037
discomfited,2,2.7070889183961583e-06,18.494826293510364,11,"{'VB', 'JJ'}",JJ,0,discomfit,discomfit,discomfit,2,0.6817657321866758,1.3635314643733516,0.6817657321866758,0.6992469048068469,2,13.285691191330093,26.571382382660186
comfortable,2,2.7070889183961583e-06,18.494826293510364,11,{'JJ'},JJ,0,comfort,comfort,comfort,1,0.6813174969912869,1.3626349939825737,0.6813174969912869,1.0219762454869303,2,13.285691191330093,26.571382382660186
involving,8,1.0828355673584631e-05,16.494826293510364,9,{'VBG'},VBG,0,involv,involv,involv,1,0.17021758657202482,1.3617406925761983,0.12070575931717643,0.43406504582038824,8,11.285691191330093,90.28552953064074
shut,8,1.0828355673584631e-05,16.494826293510364,4,"{'VBP', 'VB', 'VBD', 'NN', 'VBN'}",NN,0,shut,shut,shut,5,0.19431057044159944,1.360173993091196,0.0921954720423493,0.819881162090892,7,11.47833626927249,80.34835388490743
nod,3,4.060633377594237e-06,17.909863792789206,3,"{'VB', 'NN', 'JJ'}",JJ,0,nod,nod,nod,3,0.4532082662319699,1.3596247986959098,0.17163146879201266,1.0583940575507447,3,12.700728690608937,38.10218607182681
signs,11,1.488898905117887e-05,16.035394674873068,5,"{'NNS', 'NN'}",NNS,0,sign,sign,sign,2,0.15095598339053684,1.3586038505148315,0.13894707737359727,0.3585731028996058,9,11.11576618988778,100.04189570899003
pancratium,2,2.7070889183961583e-06,18.494826293510364,10,"{'NNP', 'NN'}",NN,0,pancratium,pancratium,pancrat,2,0.6792796963513016,1.3585593927026032,0.6792796963513016,1.3285691191330093,2,13.285691191330093,26.571382382660186
relaxed,5,6.767722295990396e-06,17.172898198623002,7,"{'JJ', 'VBN'}",JJ,0,relax,relax,relax,2,0.2715337314938404,1.3576686574692023,0.04480810148480423,1.087614826949339,5,11.96376309644273,59.81881548221365
vigour,5,6.767722295990396e-06,17.172898198623002,6,"{'NNS', 'NN'}",NNS,0,vigour,vigour,vigo,2,0.2714486926429022,1.3572434632145112,0.20627177752487463,0.5697030045925109,5,11.96376309644273,59.81881548221365
citizenship,9,1.2181900132782712e-05,16.324901292068052,11,"{'VB', 'NN'}",NN,0,citizenship,citizenship,cit,2,0.1695799492933863,1.3566395943470906,0.11164339673143749,0.5939837469121101,8,11.285691191330093,90.28552953064074
preferring,4,5.4141778367923166e-06,17.494826293510364,10,"{'VBP', 'VBG', 'NN'}",NN,0,prefer,prefer,prefer,3,0.3391242701519315,1.356497080607726,0.31702207740088256,0.6466153258594786,4,12.285691191330093,49.14276476532037
directions,16,2.1656711347169263e-05,15.494826293510362,10,"{'NNS', 'VB', 'NN'}",NNS,0,direct,direct,direct,3,0.09688586347005594,1.3564020885807833,0.05003410255612982,0.38808652849157366,14,10.47833626927249,146.69670776981485
energetically,3,4.060633377594237e-06,17.909863792789206,13,"{'RB', 'VB', 'VBZ'}",RB,0,energet,energet,energet,3,0.45207572264949286,1.3562271679484785,0.4703973589114421,0.7937955431630586,3,12.700728690608937,38.10218607182681
expense,8,1.0828355673584631e-05,16.494826293510364,7,{'NN'},NN,0,expens,expens,expens,1,0.1692959610226775,1.3543676881814202,0.12584601885991342,0.490682225710004,8,11.285691191330093,90.28552953064074
duogon,2,2.7070889183961583e-06,18.494826293510364,6,"{'JJ', 'NN'}",JJ,0,duogon,duogon,duogon,2,0.6770592626350913,1.3541185252701826,0.6770592626350913,1.0219762454869303,2,13.285691191330093,26.571382382660186
reconciled,10,1.3535444591980793e-05,16.172898198623002,10,"{'NNS', 'JJ', 'VBD', 'VBN'}",JJ,0,reconcil,reconcil,reconcil,4,0.15042532700432218,1.3538279430388995,0.03203390832820686,0.8550589376836755,9,11.11576618988778,100.04189570899003
attains,13,1.7596077969575026e-05,15.794386575369272,7,"{'NNS', 'VBZ'}",VBZ,0,attain,attain,attain,2,0.10407481954181094,1.3529726540435423,0.07010100313370199,0.33078910853715626,13,10.585251473189,137.608269151457
urgent,2,2.7070889183961583e-06,18.494826293510364,6,{'JJ'},JJ,0,urgent,urgent,urg,1,0.6762969385821739,1.3525938771643478,0.6762969385821739,1.3285691191330093,2,13.285691191330093,26.571382382660186
embracing,4,5.4141778367923166e-06,17.494826293510364,9,"{'VBG', 'NN'}",VBG,0,embrac,embrac,embrac,2,0.3379730313094062,1.3518921252376248,0.16092406724621838,1.0238075992775078,4,12.285691191330093,49.14276476532037
touched,12,1.6242533510376947e-05,15.909863792789208,7,"{'NNS', 'VBD', 'VBN'}",VBN,0,touch,touch,touch,3,0.11264789659565522,1.3517747591478626,0.08101075340681857,0.3242645057760284,12,10.700728690608937,128.40874428730723
commerce,2,2.7070889183961583e-06,18.494826293510364,8,{'NN'},NN,0,commerc,commerc,commerc,1,0.6757972902349016,1.3515945804698033,0.6757972902349016,1.3285691191330093,2,13.285691191330093,26.571382382660186
archer,8,1.0828355673584631e-05,16.494826293510364,6,{'NN'},NN,0,archer,archer,arch,1,0.19307042357654305,1.3514929650358014,0.12753706965858322,0.6041229615406573,7,11.47833626927249,80.34835388490743
meals,14,1.8949622428773105e-05,15.68747137145276,5,"{'NNS', 'NN'}",NNS,0,meal,meal,meal,2,0.1228493172282433,1.3513424895106758,0.05883836724289562,0.4009725767663998,11,10.826259572692795,119.08885529962075
parable,7,9.474811214386553e-06,16.68747137145276,7,"{'JJ', 'NN'}",NN,0,parabl,parabl,par,2,0.19276390116940115,1.3493473081858083,0.08502471310572214,0.6751962511336759,7,11.47833626927249,80.34835388490743
sending,17,2.3010255806367345e-05,15.407363452260023,7,{'VBG'},VBG,0,send,send,send,1,0.089932376310705,1.3489856446605748,0.039463120135823475,0.39918463829698364,15,10.378800595721573,155.6820089358236
associate,12,1.6242533510376947e-05,15.909863792789208,9,"{'VB', 'NN', 'JJ', 'VBP'}",VB,0,associ,associ,assocy,4,0.1123662915307213,1.3483954983686555,0.13051563961248014,0.2431983793320213,12,10.700728690608937,128.40874428730723
diffused,12,1.6242533510376947e-05,15.909863792789208,8,"{'NNS', 'VBD', 'VBN'}",VBN,0,diffus,diffus,diffus,3,0.11231991434613879,1.3478389721536657,0.0780026801920704,0.5944849272560521,12,10.700728690608937,128.40874428730723
waters,22,2.977797810235774e-05,15.035394674873066,6,"{'NNS', 'NN'}",NN,0,water,water,wat,2,0.06735349640706623,1.3470699281413245,0.028032716269033975,0.5244085840233015,20,9.96376309644273,199.2752619288546
parricide,4,5.4141778367923166e-06,17.494826293510364,9,{'NN'},NN,0,parricid,parricid,parricid,1,0.3367546776708095,1.347018710683238,0.1564173415173372,1.0238075992775078,4,12.285691191330093,49.14276476532037
marvel,11,1.488898905117887e-05,16.035394674873068,6,"{'NNP', 'VBP', 'NN'}",NN,0,marvel,marvel,marvel,3,0.13460452359984815,1.3460452359984814,0.051375399447646554,0.4216831960170281,10,10.96376309644273,109.6376309644273
shape,12,1.6242533510376947e-05,15.909863792789208,5,{'NN'},NN,0,shape,shape,shap,1,0.11212924673180495,1.3455509607816594,0.07825761120020415,0.345184796471256,12,10.700728690608937,128.40874428730723
righteous,11,1.488898905117887e-05,16.035394674873068,9,"{'JJ', 'NN'}",JJ,0,righteou,righteous,right,2,0.13450193194157384,1.3450193194157383,0.02545769996588037,0.9136469247035608,10,10.96376309644273,109.6376309644273
enquiries,13,1.7596077969575026e-05,15.794386575369272,9,"{'NNS', 'JJ', 'NN'}",NNS,0,enquiri,enquiri,enquiry,3,0.10345629282788757,1.3449318067625384,0.05721757553075136,0.34145972494158067,13,10.585251473189,137.608269151457
anticipations,5,6.767722295990396e-06,17.172898198623002,13,"{'NNS', 'NN'}",NNS,0,anticip,anticip,anticip,2,0.2689048015438359,1.3445240077191791,0.031734119619211486,0.920289468957133,5,11.96376309644273,59.81881548221365
brutes,6,8.121266755188474e-06,16.909863792789206,6,"{'NNS', 'NN'}",NN,0,brute,brute,brut,2,0.2239653199044226,1.3437919194265355,0.18739905810785085,0.4875303621087057,6,11.700728690608937,70.20437214365361
delineated,6,8.121266755188474e-06,16.909863792789206,10,"{'VB', 'NN', 'VBN'}",VBN,0,delin,delin,delin,3,0.22394935201658805,1.3436961120995283,0.09591337174322123,0.7312955431630586,6,11.700728690608937,70.20437214365361
orestes,4,5.4141778367923166e-06,17.494826293510364,7,"{'NNP', 'NNPS'}",NNP,0,orest,orest,orest,2,0.3358259104140296,1.3433036416561184,0.34178942719782657,0.49142764765320374,4,12.285691191330093,49.14276476532037
ida,3,4.060633377594237e-06,17.909863792789206,3,{'NNP'},NNP,0,ida,ida,id,1,0.4476276936503408,1.3428830809510224,0.43795616174513574,0.5080291476243575,3,12.700728690608937,38.10218607182681
hatred,15,2.0303166887971187e-05,15.587935697901845,6,"{'JJ', 'NN', 'VBD', 'VBN'}",NN,0,hatr,hatr,hat,4,0.08951904899856931,1.3427857349785395,0.03223229998671296,0.6486750372325983,15,10.378800595721573,155.6820089358236
archery,7,9.474811214386553e-06,16.68747137145276,7,"{'NNS', 'NN'}",NN,0,archeri,archeri,archery,2,0.19181585595138745,1.3427109916597122,0.031106602355752005,0.9565280224393741,7,11.47833626927249,80.34835388490743
success,10,1.3535444591980793e-05,16.172898198623002,7,{'NN'},NN,0,success,success,success,1,0.13423290497694665,1.3423290497694667,0.06898445149866655,0.4766853520192491,10,10.96376309644273,109.6376309644273
liars,3,4.060633377594237e-06,17.909863792789206,5,{'NNS'},NNS,0,liar,liar,liar,1,0.44693569737807115,1.3408070921342135,0.4703973589114421,0.7471016876828787,3,12.700728690608937,38.10218607182681
post,8,1.0828355673584631e-05,16.494826293510364,4,{'NN'},NN,0,post,post,post,1,0.16752606896011335,1.340208551680907,0.13056584224012208,0.512985963242277,8,11.285691191330093,90.28552953064074
acumenus,6,8.121266755188474e-06,16.909863792789206,8,{'NNP'},NNP,0,acumenu,acumenus,acumen,1,0.22326977975033543,1.3396186785020128,0.18169694860950342,0.4034734031244461,6,11.700728690608937,70.20437214365361
recapitulate,5,6.767722295990396e-06,17.172898198623002,12,"{'VB', 'VBP'}",VB,0,recapitul,recapitul,recapit,2,0.26788539389179794,1.3394269694589898,0.26008180644440715,0.498490129018447,5,11.96376309644273,59.81881548221365
debts,9,1.2181900132782712e-05,16.324901292068052,5,"{'NNS', 'NN'}",NN,0,debt,debt,debt,2,0.19112185007531948,1.3378529505272363,0.10434851153884081,0.637685348292916,7,11.47833626927249,80.34835388490743
tends,16,2.1656711347169263e-05,15.494826293510362,5,"{'NNS', 'VBZ'}",VBZ,0,tend,tend,tend,2,0.08355999962680852,1.3369599940289365,0.029769395237185744,0.44720396484043884,16,10.285691191330093,164.5710590612815
elapsed,13,1.7596077969575026e-05,15.794386575369272,7,{'VBN'},VBN,0,elaps,elaps,elaps,1,0.10284008148125802,1.3369210592563545,0.055420164781094246,0.44105214471620835,13,10.585251473189,137.608269151457
probabilities,11,1.488898905117887e-05,16.035394674873068,13,"{'NNS', 'NN'}",NNS,0,probabl,probabl,prob,2,0.13359627915780145,1.3359627915780143,0.06498582924027853,0.57704016297067,10,10.96376309644273,109.6376309644273
ceased,12,1.6242533510376947e-05,15.909863792789208,6,"{'NNS', 'VBP', 'VBD', 'VBN'}",VBN,0,ceas,ceas,ceas,4,0.11132638684671976,1.3359166421606374,0.04903964111119419,0.7133819127072625,12,10.700728690608937,128.40874428730723
wrote,10,1.3535444591980793e-05,16.172898198623002,5,{'VBD'},VBD,0,wrote,wrote,wrot,1,0.13349458966875788,1.3349458966875787,0.11195550370443878,0.36545876988142434,10,10.96376309644273,109.6376309644273
advises,5,6.767722295990396e-06,17.172898198623002,7,"{'VBP', 'NN', 'VBZ'}",NN,0,advis,advis,adv,3,0.26696927817562793,1.3348463908781398,0.26008180644440715,0.5981881548221365,5,11.96376309644273,59.81881548221365
hearts,16,2.1656711347169263e-05,15.494826293510362,6,"{'NNS', 'NN'}",NNS,0,heart,heart,heart,2,0.08341344517250066,1.3346151227600105,0.08122611345169106,0.21428523315271025,16,10.285691191330093,164.5710590612815
inhabit,4,5.4141778367923166e-06,17.494826293510364,7,{'VBP'},VBP,0,inhabit,inhabit,inhabit,1,0.3336463954910796,1.3345855819643184,0.04215514732437349,1.2285691191330095,4,12.285691191330093,49.14276476532037
lazy,7,9.474811214386553e-06,16.68747137145276,4,"{'JJ', 'VB', 'VBN'}",JJ,0,lazi,lazi,lazy,3,0.22236393845689686,1.3341836307413812,0.1640608501896482,0.6882781582711139,6,11.700728690608937,70.20437214365361
accusation,19,2.5717344724763503e-05,15.246898780066775,10,{'NN'},NN,0,accus,accus,accus,1,0.07846272363279642,1.3338663017575392,0.0554251540765204,0.42492618125332304,17,10.198228350079754,173.3698819513558
attached,10,1.3535444591980793e-05,16.172898198623002,8,"{'JJ', 'VBN'}",VBN,0,attach,attach,attach,2,0.14820687705975072,1.3338618935377566,0.07460245765025356,0.4116950440699178,9,11.11576618988778,100.04189570899003
defenders,5,6.767722295990396e-06,17.172898198623002,9,"{'NNS', 'NN'}",NNS,0,defend,defend,defend,2,0.26667466912484894,1.3333733456242447,0.20627177752487463,0.5981881548221365,5,11.96376309644273,59.81881548221365
intimated,5,6.767722295990396e-06,17.172898198623002,9,"{'VBD', 'VBN'}",VBN,0,intim,intim,intim,2,0.266606339381726,1.33303169690863,0.08928181415255768,0.920289468957133,5,11.96376309644273,59.81881548221365
hating,7,9.474811214386553e-06,16.68747137145276,6,"{'VBG', 'NN'}",NN,0,hate,hate,hat,2,0.22209216417230626,1.3325529850338376,0.03239522668995416,0.8357663350434954,6,11.700728690608937,70.20437214365361
robbers,12,1.6242533510376947e-05,15.909863792789208,7,"{'NNS', 'NN'}",NNS,0,robber,robber,rob,2,0.11103964354130602,1.3324757224956723,0.040884981952343004,0.35669095635363124,12,10.700728690608937,128.40874428730723
informer,5,6.767722295990396e-06,17.172898198623002,8,{'NN'},NN,0,inform,inform,inform,1,0.266353262845335,1.331766314226675,0.05389082475875103,0.8545545068887663,5,11.96376309644273,59.81881548221365
odyssey,6,8.121266755188474e-06,16.909863792789206,7,"{'NNP', 'NN'}",NNP,0,odyssey,odyssey,odyssey,2,0.22195141974534235,1.331708518472054,0.19948050822778465,0.4680291476243575,6,11.700728690608937,70.20437214365361
flatter,7,9.474811214386553e-06,16.68747137145276,7,"{'VB', 'NN', 'VBP'}",VB,0,flatter,flatter,flat,3,0.1901884280790702,1.3313189965534913,0.25507413931716644,0.33759812556683794,7,11.47833626927249,80.34835388490743
aristides,3,4.060633377594237e-06,17.909863792789206,9,{'NNP'},NNP,0,aristid,aristid,aristid,1,0.4437053102308099,1.3311159306924296,0.3342297023844457,0.9769791300468413,3,12.700728690608937,38.10218607182681
denying,10,1.3535444591980793e-05,16.172898198623002,7,"{'VBG', 'NN'}",VBG,0,deni,deni,deny,2,0.13309520560417035,1.3309520560417036,0.10931132849131889,0.3426175967638353,10,10.96376309644273,109.6376309644273
alien,8,1.0828355673584631e-05,16.494826293510364,5,"{'JJ', 'NN'}",JJ,0,alien,alien,aly,2,0.16633426014301095,1.3306740811440874,0.11919774015233221,0.4702371329720872,8,11.285691191330093,90.28552953064074
season,13,1.7596077969575026e-05,15.794386575369272,6,{'NN'},NN,0,season,season,season,1,0.10231626689880365,1.3301114696844474,0.06742198390566242,0.44105214471620835,13,10.585251473189,137.608269151457
scythians,12,1.6242533510376947e-05,15.909863792789208,9,"{'NNP', 'NNPS'}",NNPS,0,scythian,scythian,scyth,2,0.14778994542412532,1.3301095088171278,0.1277674274699745,0.5293221995184657,9,11.11576618988778,100.04189570899003
bloom,8,1.0828355673584631e-05,16.494826293510364,5,"{'VB', 'IN', 'NN'}",NN,0,bloom,bloom,bloom,3,0.1662019273162943,1.3296154185303541,0.09489805340363772,0.490682225710004,8,11.285691191330093,90.28552953064074
rendered,14,1.8949622428773105e-05,15.68747137145276,8,"{'VBD', 'VBN'}",VBN,0,render,render,rend,2,0.09495640700663452,1.329389698092883,0.06778317122281884,0.3492778756424163,14,10.47833626927249,146.69670776981485
demands,8,1.0828355673584631e-05,16.494826293510364,7,"{'NNS', 'NN', 'VBZ'}",NNS,0,demand,demand,demand,3,0.1661474323145205,1.329179458516164,0.048477088284460436,0.6269828439627829,8,11.285691191330093,90.28552953064074
proclaim,16,2.1656711347169263e-05,15.494826293510362,8,"{'VB', 'NN', 'VBP'}",VB,0,proclaim,proclaim,proclaim,3,0.08859178199212697,1.3288767298819046,0.047391783542107636,0.3459600198573858,15,10.378800595721573,155.6820089358236
conflict,18,2.4363800265565424e-05,15.32490129206805,8,"{'NNS', 'VBP', 'NN'}",NN,0,conflict,conflict,conflict,3,0.08304730666906639,1.3287569067050624,0.045835871226276276,0.2508705168617096,16,10.285691191330093,164.5710590612815
oxherd,2,2.7070889183961583e-06,18.494826293510364,6,{'NN'},NN,0,oxherd,oxherd,oxherd,1,0.6642845595665046,1.3285691191330091,0.6642845595665046,0.9489779422378637,2,13.285691191330093,26.571382382660186
liked,11,1.488898905117887e-05,16.035394674873068,5,"{'VBZ', 'VBP', 'VBD', 'VBN'}",VBN,0,like,like,lik,4,0.12073086996072734,1.3280395695680007,0.12588673921735807,0.25177347843471615,11,10.826259572692795,119.08885529962075
rhea,6,8.121266755188474e-06,16.909863792789206,4,{'NNP'},NNP,0,rhea,rhea,rhe,1,0.2655806813022456,1.3279034065112283,0.19939605160737883,0.4785505238577092,5,11.96376309644273,59.81881548221365
depends,14,1.8949622428773105e-05,15.68747137145276,7,"{'NNS', 'VBZ'}",VBZ,0,depend,depend,depend,2,0.09473809615467133,1.3263333461653983,0.0554843959903987,0.4191334507708996,14,10.47833626927249,146.69670776981485
democrates,3,4.060633377594237e-06,17.909863792789206,10,{'NNP'},NNP,0,democr,democr,democr,1,0.44204751808419,1.32614255425257,0.20159886810490374,1.0583940575507447,3,12.700728690608937,38.10218607182681
expeditions,6,8.121266755188474e-06,16.909863792789206,11,"{'NNS', 'NN'}",NNS,0,expedit,expedit,expedit,2,0.22097880457156818,1.3258728274294094,0.09269720707193431,0.7312955431630586,6,11.700728690608937,70.20437214365361
